500 50
0 1 163.13
0 2 972.7
0 3 256.84
0 4 834.86
0 5 420.36
0 6 548.24
0 7 287.88
0 8 771.13
0 9 867.22
0 10 303.73
0 11 87.87
0 12 701.49
0 13 160.01
0 14 621.66
0 15 690.92
0 16 447.73
0 17 223.22
0 18 362.03
0 19 666.91
0 20 36.61
0 21 2.53
0 22 807.16
0 23 987.23
0 24 316.46
0 25 792.11
0 26 66.23
0 27 978.41
0 28 875.59
0 29 748.15
0 30 198.21
0 31 201.35
0 32 739.37
0 33 817.69
0 34 288.97
0 35 927.32
0 36 329.25
0 37 469.97
0 38 752.13
0 39 144.78
0 40 783.81
0 41 208.68
0 42 217.36
0 43 707.87
0 44 895.43
0 45 525.15
0 46 333.06
0 47 640.83
0 48 684.82
0 49 853.83
0 50 332.22
0 51 443.43
0 52 79.12
0 53 235.28
0 54 577.67
0 55 576.32
0 56 966
0 57 62.41
0 58 974.79
0 59 360.65
0 60 884.85
0 61 624.28
0 62 781.35
0 63 304.67
0 64 74.07
0 65 389.13
0 66 891.91
0 67 644.19
0 68 949.14
0 69 488.63
0 70 0.5
0 71 53.94
0 72 629.33
0 73 96.43
0 74 838.61
0 75 214.52
0 76 619.89
0 77 832.45
0 78 776.25
0 79 19.75
0 80 11.7
0 81 68.16
0 82 434.81
0 83 23.62
0 84 500.18
0 85 234.8
0 86 555.17
0 87 629.18
0 88 355.62
0 89 849.16
0 90 106.32
0 91 368.45
0 92 465.82
0 93 714.12
0 94 970.84
0 95 216.61
0 96 180.31
0 97 40.85
0 98 324.36
0 99 461.7
0 100 23.45
0 101 36.61
0 102 36.54
0 103 866.3
0 104 709.9
0 105 172.1
0 106 888.98
0 107 592.9
0 108 605.47
0 109 309.85
0 110 367.74
0 111 361.42
0 112 890.05
0 113 128.94
0 114 642.19
0 115 346.25
0 116 949.65
0 117 723.05
0 118 655.26
0 119 252.21
0 120 93.75
0 121 96.09
0 122 559.23
0 123 822
0 124 637.46
0 125 184.56
0 126 139.86
0 127 322.92
0 128 954.94
0 129 836.4
0 130 284.71
0 131 220.65
0 132 759.63
0 133 522.32
0 134 795.35
0 135 117.62
0 136 16.72
0 137 192.99
0 138 559.19
0 139 869.14
0 140 862.73
0 141 52.61
0 142 417.43
0 143 430.48
0 144 258.28
0 145 59.45
0 146 916.66
0 147 939.36
0 148 240.01
0 149 635.61
0 150 905.72
0 151 528.32
0 152 86.53
0 153 15.73
0 154 436.94
0 155 683.79
0 156 52.66
0 157 735.89
0 158 529.51
0 159 913.19
0 160 545.07
0 161 90.89
0 162 553.8
0 163 369.62
0 164 759.5
0 165 861.94
0 166 124.48
0 167 970.46
0 168 949.28
0 169 274.6
0 170 338.9
0 171 935.65
0 172 608.81
0 173 984.17
0 174 487.1
0 175 842.03
0 176 926.38
0 177 637.38
0 178 279.75
0 179 993.97
0 180 49.8
0 181 449.93
0 182 661.98
0 183 962.36
0 184 389.95
0 185 351.14
0 186 254.35
0 187 420.26
0 188 300.16
0 189 462
0 190 723.92
0 191 140.3
0 192 746.68
0 193 332.08
0 194 45.3
0 195 244.65
0 196 614.06
0 197 803.13
0 198 261.46
0 199 710.62
0 200 634.61
0 201 528.23
0 202 962.05
0 203 826.32
0 204 100.21
0 205 606.27
0 206 584.98
0 207 81.63
0 208 389.16
0 209 50.33
0 210 976.85
0 211 156.27
0 212 741.93
0 213 924.12
0 214 715.29
0 215 505.37
0 216 684.28
0 217 641.03
0 218 816.62
0 219 547.45
0 220 166.77
0 221 807.13
0 222 544.77
0 223 405.5
0 224 784.79
0 225 968.48
0 226 904.04
0 227 803.82
0 228 299.6
0 229 600.45
0 230 54.67
0 231 296
0 232 64.34
0 233 847.29
0 234 830.76
0 235 820.15
0 236 344.32
0 237 233.1
0 238 776.59
0 239 158.41
0 240 791.45
0 241 512.77
0 242 136.39
0 243 75.67
0 244 463.1
0 245 127.99
0 246 751.84
0 247 600.84
0 248 992.29
0 249 813.57
0 250 206.4
0 251 674.55
0 252 212.73
0 253 244.16
0 254 870.86
0 255 600.19
0 256 898.34
0 257 792.48
0 258 579.41
0 259 240.59
0 260 270.56
0 261 183.68
0 262 255.27
0 263 470.22
0 264 907.69
0 265 564.81
0 266 637
0 267 716.62
0 268 625.59
0 269 535.43
0 270 482.92
0 271 780.03
0 272 765.59
0 273 595.64
0 274 972.19
0 275 730.17
0 276 187.11
0 277 979.89
0 278 431.21
0 279 719.45
0 280 205.33
0 281 711.67
0 282 840.07
0 283 246.34
0 284 738.95
0 285 114.84
0 286 168.5
0 287 83.9
0 288 864.73
0 289 50.71
0 290 475.5
0 291 893.82
0 292 635.46
0 293 213.7
0 294 798.64
0 295 312.48
0 296 983.2
0 297 731.96
0 298 571.92
0 299 661.39
0 300 563.62
0 301 944.35
0 302 3.25
0 303 752.24
0 304 294.56
0 305 143.43
0 306 140.19
0 307 741.19
0 308 150.21
0 309 278.67
0 310 954.05
0 311 839.9
0 312 317.87
0 313 837.78
0 314 383.06
0 315 643.17
0 316 588.12
0 317 939.33
0 318 187.68
0 319 261.52
0 320 594.99
0 321 102.71
0 322 470.73
0 323 588.53
0 324 424.97
0 325 184.54
0 326 698.58
0 327 73.18
0 328 275.76
0 329 395.09
0 330 445.53
0 331 828.6
0 332 559.7
0 333 172.31
0 334 231.6
0 335 320.41
0 336 534.62
0 337 359.59
0 338 765.44
0 339 237.16
0 340 230.15
0 341 371.99
0 342 274.95
0 343 754.07
0 344 254.93
0 345 29.31
0 346 463.32
0 347 929.92
0 348 337.08
0 349 493.76
0 350 191.62
0 351 655.78
0 352 844.92
0 353 139.64
0 354 154.54
0 355 412.21
0 356 976.07
0 357 51.8
0 358 596.31
0 359 566.73
0 360 498.74
0 361 378.12
0 362 755.39
0 363 960.53
0 364 576.51
0 365 847.48
0 366 682.58
0 367 569.21
0 368 548.8
0 369 292.36
0 370 393.36
0 371 652.37
0 372 295.02
0 373 340.94
0 374 455.44
0 375 372.24
0 376 850.64
0 377 236.84
0 378 205.46
0 379 692.14
0 380 520.13
0 381 189.37
0 382 667.07
0 383 470.29
0 384 585.37
0 385 12.5
0 386 979.15
0 387 306.14
0 388 689.78
0 389 915.57
0 390 530.67
0 391 981.53
0 392 520.29
0 393 250.75
0 394 417.18
0 395 329.73
0 396 976
0 397 845.79
0 398 628.66
0 399 483.22
0 400 637.99
0 401 240.34
0 402 308.71
0 403 397.41
0 404 666.37
0 405 530.16
0 406 874.53
0 407 936.4
0 408 991.59
0 409 711.52
0 410 98.61
0 411 258.54
0 412 110.4
0 413 70.94
0 414 682.34
0 415 851.45
0 416 121.97
0 417 815.35
0 418 798.07
0 419 227.76
0 420 285.03
0 421 836.17
0 422 960.37
0 423 296.09
0 424 536.16
0 425 663.56
0 426 597.04
0 427 694.14
0 428 426.54
0 429 546.23
0 430 421.26
0 431 141.58
0 432 153.81
0 433 19.44
0 434 741.18
0 435 962.23
0 436 217.94
0 437 190.13
0 438 42.45
0 439 552.62
0 440 62.13
0 441 736.17
0 442 779.18
0 443 823.29
0 444 931.8
0 445 489.79
0 446 572.23
0 447 872.09
0 448 459.16
0 449 705.61
0 450 246.71
0 451 457.38
0 452 24.12
0 453 789.82
0 454 926.25
0 455 250.39
0 456 931.71
0 457 224.71
0 458 209.4
0 459 851.72
0 460 468.89
0 461 811.73
0 462 604.45
0 463 347.56
0 464 236.89
0 465 953.18
0 466 463.28
0 467 791.07
0 468 495.76
0 469 992.4
0 470 862.17
0 471 871.47
0 472 726.13
0 473 506.34
0 474 515.35
0 475 696.75
0 476 872.11
0 477 62.21
0 478 863.67
0 479 483.8
0 480 856.42
0 481 755.04
0 482 952.37
0 483 334.96
0 484 674.29
0 485 88.16
0 486 155.73
0 487 248.06
0 488 298.01
0 489 365.25
0 490 734.42
0 491 395.76
0 492 309.45
0 493 15.62
0 494 389.76
0 495 306.03
0 496 428.17
0 497 885.52
0 498 346.92
0 499 178.1
1 2 258.15
1 3 183.49
1 4 630.47
1 5 993.5
1 6 730.73
1 7 853.69
1 8 859.49
1 9 273.38
1 10 415.69
1 11 81.62
1 12 44.28
1 13 166.67
1 14 914.73
1 15 337.35
1 16 746.62
1 17 36.83
1 18 142.34
1 19 286.53
1 20 753.84
1 21 392.98
1 22 303.35
1 23 731.02
1 24 335.11
1 25 723.3
1 26 455.6
1 27 108.27
1 28 394.38
1 29 508.8
1 30 949.57
1 31 585.84
1 32 151.04
1 33 630.12
1 34 58.43
1 35 605.26
1 36 915.59
1 37 53.61
1 38 387.53
1 39 500.22
1 40 907.21
1 41 709.75
1 42 979.44
1 43 127.42
1 44 265.49
1 45 587.85
1 46 159.9
1 47 889.41
1 48 974.99
1 49 260.56
1 50 23.89
1 51 885.78
1 52 241.09
1 53 922.63
1 54 767.24
1 55 540.32
1 56 737.9
1 57 602.31
1 58 910.81
1 59 920.62
1 60 276.78
1 61 475.75
1 62 234.45
1 63 903.07
1 64 749.63
1 65 145.84
1 66 363.95
1 67 672.51
1 68 932.03
1 69 606.16
1 70 421.72
1 71 633.08
1 72 566.42
1 73 302.49
1 74 876.92
1 75 882.23
1 76 665.85
1 77 351.53
1 78 899.13
1 79 954.43
1 80 716.18
1 81 651.12
1 82 495.72
1 83 757.12
1 84 665.17
1 85 361.29
1 86 44.77
1 87 565.53
1 88 164.3
1 89 826.34
1 90 438.68
1 91 539.45
1 92 57.32
1 93 449.6
1 94 556.92
1 95 680.75
1 96 943.72
1 97 126.51
1 98 396.63
1 99 680.56
1 100 380.75
1 101 536.89
1 102 895.57
1 103 979.24
1 104 713.99
1 105 245.44
1 106 820.88
1 107 463.45
1 108 775.22
1 109 516.28
1 110 823.29
1 111 870.23
1 112 573.67
1 113 206.03
1 114 943.65
1 115 466.93
1 116 666.02
1 117 85.85
1 118 272.76
1 119 308.71
1 120 100.42
1 121 992.91
1 122 84.61
1 123 371.45
1 124 40.3
1 125 266.28
1 126 786.29
1 127 282.8
1 128 900.92
1 129 515.61
1 130 632.15
1 131 611.18
1 132 517.78
1 133 642.21
1 134 123.85
1 135 453.98
1 136 876.15
1 137 665.67
1 138 712.84
1 139 936.91
1 140 499.85
1 141 68.29
1 142 109.03
1 143 308.72
1 144 378.72
1 145 146.46
1 146 759.58
1 147 909.41
1 148 546.77
1 149 607.47
1 150 21.96
1 151 766.97
1 152 68.98
1 153 949.73
1 154 384.91
1 155 27.35
1 156 823.48
1 157 953.66
1 158 816.3
1 159 166.52
1 160 50.17
